market_title,city,target_date,strike_type,market_low_temp,market_high_temp,market_single_strike,yes_bid,no_bid,state_collected_at,actual_high_temperature,actual_low_temperature,market_result
"Will the high temp in Chicago be 90-91° on Jun 26, 2025?",Chicago,2025-06-26,between,90,91,,10.00,86.00,2025-06-25 21:01:08,94,75,NO
"Will the high temp in Chicago be 92-93° on Jun 26, 2025?",Chicago,2025-06-26,between,92,93,,33.00,63.00,2025-06-25 21:01:08,94,75,NO
"Will the high temp in Chicago be 94-95° on Jun 26, 2025?",Chicago,2025-06-26,between,94,95,,31.00,64.00,2025-06-25 21:01:08,94,75,YES
"Will the high temp in Chicago be 96-97° on Jun 26, 2025?",Chicago,2025-06-26,between,96,97,,15.00,81.00,2025-06-25 21:01:08,94,75,NO
"Will the **high temp in Denver** be <84° on Jun 26, 2025?",Denver,2025-06-26,less,,84,,2.00,92.00,2025-06-25 21:01:05,87,54,NO
"Will the **high temp in Denver** be >91° on Jun 26, 2025?",Denver,2025-06-26,greater,,91,,1.00,95.00,2025-06-25 21:01:05,87,54,NO
"Will the **high temp in Denver** be 84-85° on Jun 26, 2025?",Denver,2025-06-26,between,84,85,,30.00,67.00,2025-06-25 21:01:05,87,54,NO
"Will the **high temp in Denver** be 86-87° on Jun 26, 2025?",Denver,2025-06-26,between,86,87,,41.00,56.00,2025-06-25 21:01:05,87,54,YES
"Will the **high temp in Denver** be 88-89° on Jun 26, 2025?",Denver,2025-06-26,between,88,89,,23.00,76.00,2025-06-25 21:01:05,87,54,NO
"Will the **high temp in Denver** be 90-91° on Jun 26, 2025?",Denver,2025-06-26,between,90,91,,3.00,96.00,2025-06-25 21:01:05,87,54,NO
"Will the **high temp in LA** be <70° on Jun 26, 2025?",Los Angeles,2025-06-26,less,,70,,1.00,95.00,2025-06-25 21:01:06,72,62,NO
"Will the **high temp in LA** be >77° on Jun 26, 2025?",Los Angeles,2025-06-26,greater,,77,,1.00,97.00,2025-06-25 21:01:06,72,62,NO
"Will the **high temp in LA** be 70-71° on Jun 26, 2025?",Los Angeles,2025-06-26,between,70,71,,24.00,71.00,2025-06-25 21:01:06,72,62,NO
"Will the **high temp in LA** be 72-73° on Jun 26, 2025?",Los Angeles,2025-06-26,between,72,73,,44.00,51.00,2025-06-25 21:01:06,72,62,YES
"Will the **high temp in LA** be 74-75° on Jun 26, 2025?",Los Angeles,2025-06-26,between,74,75,,25.00,73.00,2025-06-25 21:01:06,72,62,NO
"Will the **high temp in LA** be 76-77° on Jun 26, 2025?",Los Angeles,2025-06-26,between,76,77,,2.00,96.00,2025-06-25 21:01:06,72,62,NO
"Will the **high temp in Miami** be <84° on Jun 26, 2025?",Miami,2025-06-26,less,,84,,0.00,96.00,2025-06-25 21:01:07,86,77,NO
"Will the **high temp in Miami** be >91° on Jun 26, 2025?",Miami,2025-06-26,greater,,91,,0.00,96.00,2025-06-25 21:01:07,86,77,NO
"Will the **high temp in Miami** be 84-85° on Jun 26, 2025?",Miami,2025-06-26,between,84,85,,4.00,90.00,2025-06-25 21:01:07,86,77,NO
"Will the **high temp in Miami** be 86-87° on Jun 26, 2025?",Miami,2025-06-26,between,86,87,,34.00,60.00,2025-06-25 21:01:07,86,77,YES
"Will the **high temp in Miami** be 88-89° on Jun 26, 2025?",Miami,2025-06-26,between,88,89,,45.00,53.00,2025-06-25 21:01:07,86,77,NO
"Will the **high temp in Miami** be 90-91° on Jun 26, 2025?",Miami,2025-06-26,between,90,91,,8.00,86.00,2025-06-25 21:01:07,86,77,NO
"Will the **high temp in NYC** be <83° on Jun 26, 2025?",New York,2025-06-26,less,,83,,38.00,56.00,2025-06-25 21:01:06,89,67,NO
"Will the **high temp in NYC** be >90° on Jun 26, 2025?",New York,2025-06-26,greater,,90,,0.00,97.00,2025-06-25 21:01:06,89,67,NO
"Will the **high temp in NYC** be 83-84° on Jun 26, 2025?",New York,2025-06-26,between,83,84,,24.00,70.00,2025-06-25 21:01:06,89,67,NO
"Will the **high temp in NYC** be 85-86° on Jun 26, 2025?",New York,2025-06-26,between,85,86,,28.00,71.00,2025-06-25 21:01:06,89,67,NO
"Will the **high temp in NYC** be 87-88° on Jun 26, 2025?",New York,2025-06-26,between,87,88,,3.00,92.00,2025-06-25 21:01:06,89,67,NO
"Will the **high temp in NYC** be 89-90° on Jun 26, 2025?",New York,2025-06-26,between,89,90,,0.00,97.00,2025-06-25 21:01:06,89,67,YES
"Will the **high temp in Philadelphia** be <83° on Jun 26, 2025?",Philadelphia,2025-06-26,less,,83,,1.00,97.00,2025-06-25 21:01:08,92,75,NO
"Will the **high temp in Philadelphia** be >90° on Jun 26, 2025?",Philadelphia,2025-06-26,greater,,90,,20.00,78.00,2025-06-25 21:01:08,92,75,NO
"Will the **high temp in Philadelphia** be 83-84° on Jun 26, 2025?",Philadelphia,2025-06-26,between,83,84,,2.00,95.00,2025-06-25 21:01:08,92,75,NO
"Will the **high temp in Philadelphia** be 85-86° on Jun 26, 2025?",Philadelphia,2025-06-26,between,85,86,,5.00,91.00,2025-06-25 21:01:08,92,75,NO
"Will the **high temp in Philadelphia** be 87-88° on Jun 26, 2025?",Philadelphia,2025-06-26,between,87,88,,29.00,66.00,2025-06-25 21:01:08,92,75,NO
"Will the **high temp in Philadelphia** be 89-90° on Jun 26, 2025?",Philadelphia,2025-06-26,between,89,90,,37.00,58.00,2025-06-25 21:01:08,92,75,NO
"Will the **high temp in Austin** be <89° on Jun 25, 2025?",Austin,2025-06-25,less,,89,,3.00,94.00,2025-06-24 21:01:13,94,71,NO
"Will the **high temp in Austin** be >96° on Jun 25, 2025?",Austin,2025-06-25,greater,,96,,4.00,95.00,2025-06-24 21:01:13,94,71,NO
"Will the **high temp in Austin** be 89-90° on Jun 25, 2025?",Austin,2025-06-25,between,89,90,,16.00,80.00,2025-06-24 21:01:13,94,71,NO
"Will the **high temp in Austin** be 91-92° on Jun 25, 2025?",Austin,2025-06-25,between,91,92,,35.00,60.00,2025-06-24 21:01:13,94,71,NO
"Will the **high temp in Austin** be 93-94° on Jun 25, 2025?",Austin,2025-06-25,between,93,94,,32.00,64.00,2025-06-24 21:01:13,94,71,YES
"Will the **high temp in Austin** be 95-96° on Jun 25, 2025?",Austin,2025-06-25,between,95,96,,4.00,91.00,2025-06-24 21:01:13,94,71,NO
"Will the high temp in Chicago be <79° on Jun 25, 2025?",Chicago,2025-06-25,less,,79,,5.00,89.00,2025-06-24 21:01:14,89,71,NO
"Will the high temp in Chicago be >86° on Jun 25, 2025?",Chicago,2025-06-25,greater,,86,,38.00,59.00,2025-06-24 21:01:14,89,71,NO
"Will the high temp in Chicago be 79-80° on Jun 25, 2025?",Chicago,2025-06-25,between,79,80,,0.00,92.00,2025-06-24 21:01:14,89,71,NO
"Will the high temp in Chicago be 81-82° on Jun 25, 2025?",Chicago,2025-06-25,between,81,82,,2.00,91.00,2025-06-24 21:01:14,89,71,NO
"Will the high temp in Chicago be 83-84° on Jun 25, 2025?",Chicago,2025-06-25,between,83,84,,12.00,82.00,2025-06-24 21:01:14,89,71,NO
"Will the high temp in Chicago be 85-86° on Jun 25, 2025?",Chicago,2025-06-25,between,85,86,,24.00,73.00,2025-06-24 21:01:14,89,71,NO
"Will the **high temp in Denver** be <79° on Jun 25, 2025?",Denver,2025-06-25,less,,79,,53.00,39.00,2025-06-24 21:01:11,77,56,NO
"Will the **high temp in Denver** be >86° on Jun 25, 2025?",Denver,2025-06-25,greater,,86,,0.00,95.00,2025-06-24 21:01:11,77,56,NO
"Will the **high temp in Denver** be 79-80° on Jun 25, 2025?",Denver,2025-06-25,between,79,80,,28.00,66.00,2025-06-24 21:01:12,77,56,NO
"Will the **high temp in Denver** be 81-82° on Jun 25, 2025?",Denver,2025-06-25,between,81,82,,9.00,87.00,2025-06-24 21:01:12,77,56,NO
"Will the **high temp in Denver** be 83-84° on Jun 25, 2025?",Denver,2025-06-25,between,83,84,,3.00,95.00,2025-06-24 21:01:12,77,56,NO
"Will the **high temp in Denver** be 85-86° on Jun 25, 2025?",Denver,2025-06-25,between,85,86,,0.00,97.00,2025-06-24 21:01:11,77,56,NO
"Will the **high temp in LA** be <72° on Jun 25, 2025?",Los Angeles,2025-06-25,less,,72,,41.00,53.00,2025-06-24 21:01:12,72,62,NO
"Will the **high temp in LA** be >79° on Jun 25, 2025?",Los Angeles,2025-06-25,greater,,79,,0.00,98.00,2025-06-24 21:01:12,72,62,NO
"Will the **high temp in LA** be 72-73° on Jun 25, 2025?",Los Angeles,2025-06-25,between,72,73,,35.00,64.00,2025-06-24 21:01:12,72,62,YES
"Will the **high temp in LA** be 74-75° on Jun 25, 2025?",Los Angeles,2025-06-25,between,74,75,,13.00,82.00,2025-06-24 21:01:12,72,62,NO
"Will the **high temp in LA** be 76-77° on Jun 25, 2025?",Los Angeles,2025-06-25,between,76,77,,0.00,91.00,2025-06-24 21:01:12,72,62,NO
"Will the **high temp in LA** be 78-79° on Jun 25, 2025?",Los Angeles,2025-06-25,between,78,79,,0.00,98.00,2025-06-24 21:01:12,72,62,NO
"Will the **high temp in Miami** be <85° on Jun 25, 2025?",Miami,2025-06-25,less,,85,,0.00,96.00,2025-06-24 21:01:13,88,74,NO
"Will the **high temp in Miami** be >92° on Jun 25, 2025?",Miami,2025-06-25,greater,,92,,0.00,96.00,2025-06-24 21:01:13,88,74,NO
"Will the **high temp in Miami** be 85-86° on Jun 25, 2025?",Miami,2025-06-25,between,85,86,,3.00,94.00,2025-06-24 21:01:13,88,74,NO
"Will the **high temp in Miami** be 87-88° on Jun 25, 2025?",Miami,2025-06-25,between,87,88,,27.00,69.00,2025-06-24 21:01:13,88,74,YES
"Will the **high temp in Miami** be 89-90° on Jun 25, 2025?",Miami,2025-06-25,between,89,90,,60.00,34.00,2025-06-24 21:01:13,88,74,NO
"Will the **high temp in Miami** be 91-92° on Jun 25, 2025?",Miami,2025-06-25,between,91,92,,3.00,96.00,2025-06-24 21:01:13,88,74,NO
"Will the **high temp in NYC** be <90° on Jun 25, 2025?",New York,2025-06-25,less,,90,,0.00,98.00,2025-06-24 21:01:12,96,81,NO
"Will the **high temp in NYC** be >97° on Jun 25, 2025?",New York,2025-06-25,greater,,97,,12.00,82.00,2025-06-24 21:01:12,96,81,NO
"Will the **high temp in NYC** be 90-91° on Jun 25, 2025?",New York,2025-06-25,between,90,91,,0.00,96.00,2025-06-24 21:01:12,96,81,NO
"Will the **high temp in NYC** be 92-93° on Jun 25, 2025?",New York,2025-06-25,between,92,93,,7.00,88.00,2025-06-24 21:01:12,96,81,NO
"Will the **high temp in NYC** be 94-95° on Jun 25, 2025?",New York,2025-06-25,between,94,95,,38.00,56.00,2025-06-24 21:01:12,96,81,NO
"Will the **high temp in NYC** be 96-97° on Jun 25, 2025?",New York,2025-06-25,between,96,97,,32.00,62.00,2025-06-24 21:01:12,96,81,YES
"Will the **high temp in Philadelphia** be <94° on Jun 25, 2025?",Philadelphia,2025-06-25,less,,94,,0.00,94.00,2025-06-24 21:01:14,99,80,NO
"Will the **high temp in Philadelphia** be >101° on Jun 25, 2025?",Philadelphia,2025-06-25,greater,,101,,1.00,95.00,2025-06-24 21:01:14,99,80,NO
"Will the **high temp in Philadelphia** be 100-101° on Jun 25, 2025?",Philadelphia,2025-06-25,between,100,101,,8.00,87.00,2025-06-24 21:01:14,99,80,NO
"Will the **high temp in Philadelphia** be 94-95° on Jun 25, 2025?",Philadelphia,2025-06-25,between,94,95,,8.00,87.00,2025-06-24 21:01:14,99,80,NO
"Will the **high temp in Philadelphia** be 96-97° on Jun 25, 2025?",Philadelphia,2025-06-25,between,96,97,,37.00,57.00,2025-06-24 21:01:14,99,80,NO
"Will the **high temp in Philadelphia** be 98-99° on Jun 25, 2025?",Philadelphia,2025-06-25,between,98,99,,33.00,63.00,2025-06-24 21:01:14,99,80,YES
"Will the **high temp in Austin** be <91° on Jun 24, 2025?",Austin,2025-06-24,less,,91,,4.00,90.00,2025-06-23 21:01:12,95,70,NO
"Will the **high temp in Austin** be >98° on Jun 24, 2025?",Austin,2025-06-24,greater,,98,,1.00,95.00,2025-06-23 21:01:12,95,70,NO
"Will the **high temp in Austin** be 91-92° on Jun 24, 2025?",Austin,2025-06-24,between,91,92,,20.00,74.00,2025-06-23 21:01:12,95,70,NO
"Will the **high temp in Austin** be 93-94° on Jun 24, 2025?",Austin,2025-06-24,between,93,94,,36.00,62.00,2025-06-23 21:01:12,95,70,NO
"Will the **high temp in Austin** be 95-96° on Jun 24, 2025?",Austin,2025-06-24,between,95,96,,32.00,62.00,2025-06-23 21:01:12,95,70,YES
"Will the **high temp in Austin** be 97-98° on Jun 24, 2025?",Austin,2025-06-24,between,97,98,,2.00,97.00,2025-06-23 21:01:12,95,70,NO
"Will the high temp in Chicago be <87° on Jun 24, 2025?",Chicago,2025-06-24,less,,87,,1.00,94.00,2025-06-23 21:01:13,94,77,NO
"Will the high temp in Chicago be >94° on Jun 24, 2025?",Chicago,2025-06-24,greater,,94,,14.00,84.00,2025-06-23 21:01:13,94,77,NO
"Will the high temp in Chicago be 87-88° on Jun 24, 2025?",Chicago,2025-06-24,between,87,88,,2.00,93.00,2025-06-23 21:01:13,94,77,NO
"Will the high temp in Chicago be 89-90° on Jun 24, 2025?",Chicago,2025-06-24,between,89,90,,18.00,80.00,2025-06-23 21:01:13,94,77,NO
"Will the high temp in Chicago be 91-92° on Jun 24, 2025?",Chicago,2025-06-24,between,91,92,,34.00,64.00,2025-06-23 21:01:13,94,77,NO
"Will the high temp in Chicago be 93-94° on Jun 24, 2025?",Chicago,2025-06-24,between,93,94,,25.00,74.00,2025-06-23 21:01:13,94,77,YES
"Will the **high temp in Denver** be <78° on Jun 24, 2025?",Denver,2025-06-24,less,,78,,2.00,97.00,2025-06-23 21:01:10,80,58,NO
"Will the **high temp in Denver** be >85° on Jun 24, 2025?",Denver,2025-06-24,greater,,85,,1.00,95.00,2025-06-23 21:01:10,80,58,NO
"Will the **high temp in Denver** be 78-79° on Jun 24, 2025?",Denver,2025-06-24,between,78,79,,29.00,67.00,2025-06-23 21:01:10,80,58,NO
"Will the **high temp in Denver** be 80-81° on Jun 24, 2025?",Denver,2025-06-24,between,80,81,,36.00,61.00,2025-06-23 21:01:10,80,58,YES
"Will the **high temp in Denver** be 82-83° on Jun 24, 2025?",Denver,2025-06-24,between,82,83,,26.00,68.00,2025-06-23 21:01:10,80,58,NO
"Will the **high temp in Denver** be 84-85° on Jun 24, 2025?",Denver,2025-06-24,between,84,85,,4.00,95.00,2025-06-23 21:01:10,80,58,NO
"Will the **high temp in LA** be <66° on Jun 24, 2025?",Los Angeles,2025-06-24,less,,66,,1.00,97.00,2025-06-23 21:01:11,69,63,NO
"Will the **high temp in LA** be >73° on Jun 24, 2025?",Los Angeles,2025-06-24,greater,,73,,4.00,91.00,2025-06-23 21:01:11,69,63,NO
"Will the **high temp in LA** be 66-67° on Jun 24, 2025?",Los Angeles,2025-06-24,between,66,67,,1.00,96.00,2025-06-23 21:01:11,69,63,NO
"Will the **high temp in LA** be 68-69° on Jun 24, 2025?",Los Angeles,2025-06-24,between,68,69,,21.00,74.00,2025-06-23 21:01:11,69,63,YES
"Will the **high temp in LA** be 70-71° on Jun 24, 2025?",Los Angeles,2025-06-24,between,70,71,,37.00,59.00,2025-06-23 21:01:11,69,63,NO
"Will the **high temp in LA** be 72-73° on Jun 24, 2025?",Los Angeles,2025-06-24,between,72,73,,30.00,67.00,2025-06-23 21:01:11,69,63,NO
"Will the **high temp in Miami** be <85° on Jun 24, 2025?",Miami,2025-06-24,less,,85,,0.00,96.00,2025-06-23 21:01:12,91,74,NO
"Will the **high temp in Miami** be >92° on Jun 24, 2025?",Miami,2025-06-24,greater,,92,,1.00,97.00,2025-06-23 21:01:12,91,74,NO
"Will the **high temp in Miami** be 85-86° on Jun 24, 2025?",Miami,2025-06-24,between,85,86,,0.00,96.00,2025-06-23 21:01:12,91,74,NO
"Will the **high temp in Miami** be 87-88° on Jun 24, 2025?",Miami,2025-06-24,between,87,88,,9.00,86.00,2025-06-23 21:01:12,91,74,NO
"Will the **high temp in Miami** be 89-90° on Jun 24, 2025?",Miami,2025-06-24,between,89,90,,73.00,22.00,2025-06-23 21:01:12,91,74,NO
"Will the **high temp in Miami** be 91-92° on Jun 24, 2025?",Miami,2025-06-24,between,91,92,,11.00,84.00,2025-06-23 21:01:12,91,74,YES
"Will the **high temp in NYC** be <98° on Jun 24, 2025?",New York,2025-06-24,less,,98,,19.00,78.00,2025-06-23 21:01:11,99,81,NO
"Will the **high temp in NYC** be >105° on Jun 24, 2025?",New York,2025-06-24,greater,,105,,0.00,96.00,2025-06-23 21:01:11,99,81,NO
"Will the **high temp in NYC** be 100-101° on Jun 24, 2025?",New York,2025-06-24,between,100,101,,35.00,59.00,2025-06-23 21:01:11,99,81,NO
"Will the **high temp in NYC** be 102-103° on Jun 24, 2025?",New York,2025-06-24,between,102,103,,5.00,90.00,2025-06-23 21:01:11,99,81,NO
"Will the **high temp in NYC** be 104-105° on Jun 24, 2025?",New York,2025-06-24,between,104,105,,1.00,95.00,2025-06-23 21:01:11,99,81,NO
"Will the **high temp in NYC** be 98-99° on Jun 24, 2025?",New York,2025-06-24,between,98,99,,35.00,61.00,2025-06-23 21:01:11,99,81,YES
"Will the **high temp in Philadelphia** be <99° on Jun 24, 2025?",Philadelphia,2025-06-24,less,,99,,11.00,85.00,2025-06-23 21:01:13,101,80,NO
"Will the **high temp in Philadelphia** be >106° on Jun 24, 2025?",Philadelphia,2025-06-24,greater,,106,,0.00,96.00,2025-06-23 21:01:13,101,80,NO
"Will the **high temp in Philadelphia** be 101-102° on Jun 24, 2025?",Philadelphia,2025-06-24,between,101,102,,36.00,58.00,2025-06-23 21:01:13,101,80,YES
"Will the **high temp in Philadelphia** be 103-104° on Jun 24, 2025?",Philadelphia,2025-06-24,between,103,104,,8.00,90.00,2025-06-23 21:01:13,101,80,NO
"Will the **high temp in Philadelphia** be 105-106° on Jun 24, 2025?",Philadelphia,2025-06-24,between,105,106,,1.00,96.00,2025-06-23 21:01:13,101,80,NO
"Will the **high temp in Philadelphia** be 99-100° on Jun 24, 2025?",Philadelphia,2025-06-24,between,99,100,,36.00,58.00,2025-06-23 21:01:13,101,80,NO
"Will the **high temp in Austin** be <92° on Jun 23, 2025?",Austin,2025-06-23,less,,92,,1.00,95.00,2025-06-22 21:01:10,97,76,NO
"Will the **high temp in Austin** be >99° on Jun 23, 2025?",Austin,2025-06-23,greater,,99,,1.00,95.00,2025-06-22 21:01:09,97,76,NO
"Will the **high temp in Austin** be 92-93° on Jun 23, 2025?",Austin,2025-06-23,between,92,93,,4.00,91.00,2025-06-22 21:01:09,97,76,NO
"Will the **high temp in Austin** be 94-95° on Jun 23, 2025?",Austin,2025-06-23,between,94,95,,33.00,58.00,2025-06-22 21:01:09,97,76,NO
"Will the **high temp in Austin** be 96-97° on Jun 23, 2025?",Austin,2025-06-23,between,96,97,,37.00,56.00,2025-06-22 21:01:09,97,76,YES
"Will the **high temp in Austin** be 98-99° on Jun 23, 2025?",Austin,2025-06-23,between,98,99,,8.00,86.00,2025-06-22 21:01:09,97,76,NO
"Will the high temp in Chicago be <95° on Jun 23, 2025?",Chicago,2025-06-23,less,,95,,1.00,94.00,2025-06-22 21:01:11,95,79,NO
"Will the high temp in Chicago be >102° on Jun 23, 2025?",Chicago,2025-06-23,greater,,102,,1.00,95.00,2025-06-22 21:01:11,95,79,NO
"Will the high temp in Chicago be 101-102° on Jun 23, 2025?",Chicago,2025-06-23,between,101,102,,5.00,92.00,2025-06-22 21:01:11,95,79,NO
"Will the high temp in Chicago be 95-96° on Jun 23, 2025?",Chicago,2025-06-23,between,95,96,,20.00,75.00,2025-06-22 21:01:11,95,79,YES
"Will the high temp in Chicago be 97-98° on Jun 23, 2025?",Chicago,2025-06-23,between,97,98,,42.00,52.00,2025-06-22 21:01:11,95,79,NO
"Will the high temp in Chicago be 99-100° on Jun 23, 2025?",Chicago,2025-06-23,between,99,100,,21.00,74.00,2025-06-22 21:01:11,95,79,NO
"Will the **high temp in Denver** be <76° on Jun 23, 2025?",Denver,2025-06-23,less,,76,,8.00,86.00,2025-06-22 21:01:08,78,52,NO
"Will the **high temp in Denver** be >83° on Jun 23, 2025?",Denver,2025-06-23,greater,,83,,1.00,98.00,2025-06-22 21:01:08,78,52,NO
"Will the **high temp in Denver** be 76-77° on Jun 23, 2025?",Denver,2025-06-23,between,76,77,,26.00,68.00,2025-06-22 21:01:08,78,52,NO
"Will the **high temp in Denver** be 78-79° on Jun 23, 2025?",Denver,2025-06-23,between,78,79,,37.00,56.00,2025-06-22 21:01:08,78,52,YES
"Will the **high temp in Denver** be 80-81° on Jun 23, 2025?",Denver,2025-06-23,between,80,81,,12.00,83.00,2025-06-22 21:01:08,78,52,NO
"Will the **high temp in Denver** be 82-83° on Jun 23, 2025?",Denver,2025-06-23,between,82,83,,2.00,92.00,2025-06-22 21:01:08,78,52,NO
"Will the **high temp in LA** be <68° on Jun 23, 2025?",Los Angeles,2025-06-23,less,,68,,1.00,97.00,2025-06-22 21:01:08,74,62,NO
"Will the **high temp in LA** be >75° on Jun 23, 2025?",Los Angeles,2025-06-23,greater,,75,,2.00,97.00,2025-06-22 21:01:08,74,62,NO
"Will the **high temp in LA** be 68-69° on Jun 23, 2025?",Los Angeles,2025-06-23,between,68,69,,3.00,91.00,2025-06-22 21:01:09,74,62,NO
"Will the **high temp in LA** be 70-71° on Jun 23, 2025?",Los Angeles,2025-06-23,between,70,71,,30.00,65.00,2025-06-22 21:01:08,74,62,NO
"Will the **high temp in LA** be 72-73° on Jun 23, 2025?",Los Angeles,2025-06-23,between,72,73,,45.00,50.00,2025-06-22 21:01:08,74,62,NO
"Will the **high temp in LA** be 74-75° on Jun 23, 2025?",Los Angeles,2025-06-23,between,74,75,,15.00,84.00,2025-06-22 21:01:08,74,62,YES
"Will the **high temp in Miami** be <85° on Jun 23, 2025?",Miami,2025-06-23,less,,85,,0.00,99.00,2025-06-22 21:01:10,90,81,NO
"Will the **high temp in Miami** be >92° on Jun 23, 2025?",Miami,2025-06-23,greater,,92,,1.00,96.00,2025-06-22 21:01:10,90,81,NO
"Will the **high temp in Miami** be 85-86° on Jun 23, 2025?",Miami,2025-06-23,between,85,86,,0.00,98.00,2025-06-22 21:01:10,90,81,NO
"Will the **high temp in Miami** be 87-88° on Jun 23, 2025?",Miami,2025-06-23,between,87,88,,22.00,72.00,2025-06-22 21:01:10,90,81,NO
"Will the **high temp in Miami** be 89-90° on Jun 23, 2025?",Miami,2025-06-23,between,89,90,,70.00,26.00,2025-06-22 21:01:10,90,81,YES
"Will the **high temp in Miami** be 91-92° on Jun 23, 2025?",Miami,2025-06-23,between,91,92,,7.00,92.00,2025-06-22 21:01:10,90,81,NO
"Will the **high temp in NYC** be <94° on Jun 23, 2025?",New York,2025-06-23,less,,94,,10.00,84.00,2025-06-22 21:01:09,96,80,NO
"Will the **high temp in NYC** be >101° on Jun 23, 2025?",New York,2025-06-23,greater,,101,,1.00,98.00,2025-06-22 21:01:09,96,80,NO
"Will the **high temp in NYC** be 100-101° on Jun 23, 2025?",New York,2025-06-23,between,100,101,,4.00,90.00,2025-06-22 21:01:09,96,80,NO
"Will the **high temp in NYC** be 94-95° on Jun 23, 2025?",New York,2025-06-23,between,94,95,,40.00,57.00,2025-06-22 21:01:09,96,80,NO
"Will the **high temp in NYC** be 96-97° on Jun 23, 2025?",New York,2025-06-23,between,96,97,,18.00,76.00,2025-06-22 21:01:09,96,80,YES
"Will the **high temp in NYC** be 98-99° on Jun 23, 2025?",New York,2025-06-23,between,98,99,,15.00,80.00,2025-06-22 21:01:09,96,80,NO
"Will the **high temp in Philadelphia** be <98° on Jun 23, 2025?",Philadelphia,2025-06-23,less,,98,,3.00,93.00,2025-06-22 21:01:10,99,77,NO
"Will the **high temp in Philadelphia** be >105° on Jun 23, 2025?",Philadelphia,2025-06-23,greater,,105,,1.00,97.00,2025-06-22 21:01:10,99,77,NO
"Will the **high temp in Philadelphia** be 100-101° on Jun 23, 2025?",Philadelphia,2025-06-23,between,100,101,,46.00,47.00,2025-06-22 21:01:10,99,77,NO
"Will the **high temp in Philadelphia** be 102-103° on Jun 23, 2025?",Philadelphia,2025-06-23,between,102,103,,20.00,74.00,2025-06-22 21:01:10,99,77,NO
"Will the **high temp in Philadelphia** be 104-105° on Jun 23, 2025?",Philadelphia,2025-06-23,between,104,105,,1.00,97.00,2025-06-22 21:01:10,99,77,NO
"Will the **high temp in Philadelphia** be 98-99° on Jun 23, 2025?",Philadelphia,2025-06-23,between,98,99,,21.00,73.00,2025-06-22 21:01:10,99,77,YES
"Will the **high temp in Austin** be <92° on Jun 22, 2025?",Austin,2025-06-22,less,,92,,1.00,95.00,2025-06-21 21:01:18,96,74,NO
"Will the **high temp in Austin** be >99° on Jun 22, 2025?",Austin,2025-06-22,greater,,99,,1.00,96.00,2025-06-21 21:01:18,96,74,NO
"Will the **high temp in Austin** be 92-93° on Jun 22, 2025?",Austin,2025-06-22,between,92,93,,6.00,88.00,2025-06-21 21:01:18,96,74,NO
"Will the **high temp in Austin** be 94-95° on Jun 22, 2025?",Austin,2025-06-22,between,94,95,,36.00,63.00,2025-06-21 21:01:18,96,74,NO
"Will the **high temp in Austin** be 96-97° on Jun 22, 2025?",Austin,2025-06-22,between,96,97,,40.00,55.00,2025-06-21 21:01:18,96,74,YES
"Will the **high temp in Austin** be 98-99° on Jun 22, 2025?",Austin,2025-06-22,between,98,99,,15.00,79.00,2025-06-21 21:01:18,96,74,NO
"Will the high temp in Chicago be <95° on Jun 22, 2025?",Chicago,2025-06-22,less,,95,,2.00,93.00,2025-06-21 21:01:20,94,80,NO
"Will the high temp in Chicago be >102° on Jun 22, 2025?",Chicago,2025-06-22,greater,,102,,1.00,97.00,2025-06-21 21:01:19,94,80,NO
"Will the high temp in Chicago be 101-102° on Jun 22, 2025?",Chicago,2025-06-22,between,101,102,,2.00,97.00,2025-06-21 21:01:20,94,80,NO
"Will the high temp in Chicago be 95-96° on Jun 22, 2025?",Chicago,2025-06-22,between,95,96,,29.00,66.00,2025-06-21 21:01:20,94,80,NO
"Will the high temp in Chicago be 97-98° on Jun 22, 2025?",Chicago,2025-06-22,between,97,98,,41.00,52.00,2025-06-21 21:01:19,94,80,NO
"Will the high temp in Chicago be 99-100° on Jun 22, 2025?",Chicago,2025-06-22,between,99,100,,18.00,77.00,2025-06-21 21:01:19,94,80,NO
"Will the **high temp in Denver** be <90° on Jun 22, 2025?",Denver,2025-06-22,less,,90,,1.00,97.00,2025-06-21 21:01:17,93,58,NO
"Will the **high temp in Denver** be >97° on Jun 22, 2025?",Denver,2025-06-22,greater,,97,,2.00,95.00,2025-06-21 21:01:17,93,58,NO
"Will the **high temp in Denver** be 90-91° on Jun 22, 2025?",Denver,2025-06-22,between,90,91,,7.00,88.00,2025-06-21 21:01:17,93,58,NO
"Will the **high temp in Denver** be 92-93° on Jun 22, 2025?",Denver,2025-06-22,between,92,93,,30.00,64.00,2025-06-21 21:01:17,93,58,YES
"Will the **high temp in Denver** be 94-95° on Jun 22, 2025?",Denver,2025-06-22,between,94,95,,38.00,56.00,2025-06-21 21:01:17,93,58,NO
"Will the **high temp in Denver** be 96-97° on Jun 22, 2025?",Denver,2025-06-22,between,96,97,,9.00,88.00,2025-06-21 21:01:17,93,58,NO
"Will the **high temp in LA** be <69° on Jun 22, 2025?",Los Angeles,2025-06-22,less,,69,,1.00,97.00,2025-06-21 21:01:17,74,59,NO
"Will the **high temp in LA** be >76° on Jun 22, 2025?",Los Angeles,2025-06-22,greater,,76,,2.00,96.00,2025-06-21 21:01:17,74,59,NO
